ID,2012 Kraj,2013 Kraj,2014 Kraj,2015 Kraj,2016 Kraj,2017 Kraj,2018 Kraj,2019 Kraj,2020 Kraj,2021 Kraj,2022 Kraj,2023 Kraj,2024 Kraj,2025 Kraj,2026 Kraj,2012 pořadí kraj,2013 pořadí kraj,2014 pořadí kraj,2015 pořadí kraj,2016 pořadí kraj,2017 pořadí kraj,2018 pořadí kraj,2019 pořadí kraj,2020 pořadí kraj,2021 pořadí kraj,2022 pořadí kraj,2023 pořadí kraj,2024 pořadí kraj,2025 pořadí kraj,2026 pořadí kraj,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
35922,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,668,629,626,846,805,732,686,738,650,,656,595,546,495,467,1290,9596,9774,10763,10384,9894,9603,10415,9163,,9469,8754,8219,7396,7028,97,629,626,846,805,732,686,738,650,,656,595,546,495,467,112,1563,112,289,4381,289,263,3764,263,425,4580,425,270,2855,270,450,5282,450,978,12253,978,178,2215,178,,,,,,,283,3722,283,313,3830,313,294,3254,294,425,4841,425
35928,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,86,160,169,208,181,233,240,211,149,,178,214,186,188,215,1628,2516,2652,3318,2957,3821,3846,3434,2354,,2876,3339,3077,3001,3418,86,160,169,208,181,233,240,211,149,,178,214,186,188,215,671,8923,671,383,5941,383,525,7806,525,362,3943,362,1027,11882,1027,616,7206,616,326,4083,326,87,1076,87,,,,,,,828,10709,828,364,4431,364,471,5779,471,890,10783,890
35929,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,572,489,443,636,544,482,592,537,610,,549,534,452,356,324,7954,7273,6943,8711,7989,7039,8430,7893,8716,,8095,7936,6996,5531,5044,572,489,443,636,544,482,592,537,610,,549,534,452,356,324,32,426,32,193,2670,193,641,9766,641,302,3231,302,191,2078,191,1090,12951,1090,366,4581,366,980,12405,980,,,,,,,483,6124,483,221,2637,221,127,1274,127,354,3896,354
35937,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,80,112,88,66,61,32,22,22,48,36,86,62,39,40,38,1481,1947,1522,1154,1052,587,522,519,916,732,1624,1235,925,807,874,80,112,88,66,61,32,22,22,48,36,86,62,39,40,38,440,7896,440,91,1460,91,85,1337,85,226,4686,226,16,657,16,194,4451,194,328,6516,328,679,13537,679,211,4159,211,338,6972,338,92,2323,92,83,1926,83,220,4057,220,415,7749,415
35941,KSST Plzeňský,,,,,KSST Plzeňský,KSST Plzeňský,,,,,,,,,637,,,,,674,702,,,,,,,,,8390,,,,,10925,11625,,,,,,,,,637,,,,,674,702,,,,,,,,,,,,,,,,,,,,,,,,723,11180,723,,,,,,,,,,,,,,,,,,,,,,,,
35944,,Moravskoslezský SST,Moravskoslezský SST,,,Moravskoslezský SST,,,,,,,,,,,23,24,,,39,,,,,,,,,,,52,57,,,331,,,,,,,,,,,13,13,,,39,,,,,,,,,,,,,41,239,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35947,,,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,,910,837,811,793,799,880,,,,,,,,,,11342,10710,10735,10936,11155,12018,,,,,,,,,,910,837,811,793,799,880,,,,,,,,,,,,,,,,302,3231,302,489,5272,489,688,8116,688,752,9314,752,1051,13319,1051,,,,,,,,,,,,,,,,,,
35948,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,738,836,1042,814,803,705,620,730,599,521,899,812,765,707,576,679,5957,6857,6077,5891,5243,4602,5465,4512,3513,6914,6319,5991,5582,4452,89,836,1042,814,803,705,620,730,599,521,899,812,765,707,576,246,1947,246,1322,8892,1322,153,863,153,784,5481,784,415,2949,415,443,3234,443,1588,12253,1588,307,2398,307,985,7192,985,940,6867,940,544,4179,544,597,4626,597,580,4613,580,212,1669,212
35954,,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,,,,,,,,,674,686,619,619,,633,648,,,,,,,,,10925,11257,10489,10811,,10610,10828,,,,,,,,,674,686,619,619,,633,648,,,,,,,,,,,,,,,,,,,590,9107,590,191,3386,191,652,11053,652,,,,,,,598,9543,598,,,,,,,,,
35955,,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,,,,,,,,,778,705,762,694,,724,755,,,,,,,,,12616,11693,12928,12018,,12126,12657,,,,,,,,,778,705,762,694,,724,755,,,,,,,,,,,,,,,,,,,81,1605,81,819,13831,819,132,2617,132,,,,,,,701,11642,701,,,,,,,,,
35956,,,,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,,,,,,,330,,330,349,339,337,,368,303,,,,,,,5955,,5757,6179,5992,6162,,6143,4957,,,,,,,330,,330,349,339,337,,368,303,,,,,,,,,,,,,,,,,,,623,9632,623,347,6099,347,548,9262,548,,,,,,,108,1842,108,,,,,,,,,
35957,,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,,,,,,,,,764,739,713,695,,560,577,,,,,,,,,12306,12180,12112,12051,,9363,9671,,,,,,,,,764,739,713,695,,560,577,,,,,,,,,,,,,,,,,,,365,5538,365,463,7831,463,530,8975,530,,,,,,,587,9420,587,,,,,,,,,
35958,,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,,,KSST Plzeňský,,,,,,269,217,214,205,,232,240,,,285,,,,,,4816,3846,3790,3712,,3927,4004,,,4375,,,,,,269,217,214,205,,232,240,,,285,,,,,,,,,,,,,,,,93,1811,93,367,6516,367,385,6834,385,,,,,,,464,7272,464,,,,,,,,,
35960,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,460,448,322,401,401,319,309,241,191,296,306,330,387,400,,3253,3052,2446,2936,2970,2281,2241,1760,1280,2181,2284,2469,3014,3041,,460,448,322,401,401,319,309,241,191,296,306,330,387,400,,,,531,3513,531,203,1109,203,1444,10362,1444,894,6510,894,267,1918,267,819,6234,819,307,2398,307,399,3043,399,851,6309,851,937,7402,937,1042,8265,1042,1451,11585,1451,868,7277,868
35961,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,,1324,1655,,,,,,,,,,,,,,9423,10435,,,,,,,,,,,,,,1324,1655,,,,,,,,,,,,,,,,1402,9527,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35963,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,1418,1633,1540,1580,,,,,,,,,,,,10098,10342,11438,11682,,,,,,,,,,,,1418,1633,1540,1580,,,,,,,,,,,,,,647,4381,647,571,3466,571,1213,8820,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35964,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,1312,1393,1270,,,,,,,,,,,,,9332,8907,9452,,,,,,,,,,,,,1312,1393,1270,,,,,,,,,,,,,,,259,1779,259,467,2819,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35977,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,231,358,366,402,391,405,391,420,415,302,392,503,,,,2761,4181,4296,5231,4966,5174,5177,5518,5474,3290,5263,6623,,,,231,358,366,402,391,405,391,420,415,302,392,503,,,,1075,8984,1075,534,5334,534,808,8272,808,426,5042,426,638,7653,638,550,6929,550,727,9466,727,566,7578,566,124,1291,124,466,4757,466,931,12772,931,,,,,,,,,
35979,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,534,502,464,357,469,414,343,294,253,209,237,236,200,234,206,5479,5585,5394,4662,5933,5310,4548,3715,3320,2255,3199,3022,2714,3264,2952,534,502,464,357,469,414,343,294,253,209,237,236,200,234,206,359,2951,359,367,3513,367,94,1109,94,1026,12289,1026,264,3053,264,239,2757,239,178,2260,178,324,4355,324,299,3043,299,379,3857,379,370,5297,370,242,3926,242,840,11428,840,327,4263,327
35983,Středočeský SST,Středočeský SST,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,Středočeský SST,,,,666,651,,,,774,805,698,828,569,,798,,,,4584,4732,,,,6018,6068,5287,6180,3972,,5969,,,,666,651,,,,774,805,698,828,569,,798,,,,587,3534,587,,,,,,,,,,,,,989,7345,989,475,3028,475,2037,12711,2037,916,5066,916,,,,,,,,,,,,,,,
35987,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,367,245,261,227,350,403,460,467,405,319,362,425,443,510,533,3936,3029,3189,3058,4467,5130,6151,6131,5323,3438,4764,5644,6020,6876,7187,367,245,261,227,350,403,460,467,405,319,362,425,443,510,533,69,595,69,587,5823,587,248,2662,248,1068,12762,1068,903,10770,903,947,12307,947,549,7083,549,253,3264,253,403,4159,403,219,2305,219,866,11985,866,659,9320,659,897,12092,897,662,9118,662
35991,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,377,429,416,527,556,620,528,592,457,305,364,383,377,441,400,2826,3120,3245,4386,4722,5310,4450,5110,3806,2567,2971,3261,3195,3892,3646,377,429,416,527,556,620,528,592,457,305,364,383,377,441,400,457,5527,457,552,5452,552,985,9885,985,797,8680,797,949,10104,949,227,2478,227,963,11340,963,131,1241,131,365,3498,365,180,1494,180,755,9420,755,477,5906,477,980,11759,980,418,5190,418
35993,,,,KSST Zlínský,KSST Zlínský,,,,,,,,,,,,,,353,366,,,,,,,,,,,,,,7409,6548,,,,,,,,,,,,,,353,366,,,,,,,,,,,,,,,,,,,,118,2899,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35994,,KSST Jihomoravský,KSST Jihomoravský,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,150,173,,,200,110,124,134,89,113,123,139,138,139,,1058,1204,,,1434,677,812,851,580,825,827,977,976,940,,150,173,,,200,110,124,134,89,113,123,139,138,139,,,,963,6559,963,,,,,,,,,,50,408,50,1287,9889,1287,924,7272,924,144,921,144,660,4981,660,770,5995,770,1144,9071,1144,820,6708,820,624,5078,624
35997,Středočeský SST,,,,,,,,,,,,,,,644,,,,,,,,,,,,,,,4436,,,,,,,,,,,,,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36000,,,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,172,163,197,192,158,171,134,275,223,215,273,271,,,,2837,2654,3229,3141,2521,2758,2277,4456,3749,3702,4885,4715,,,,172,163,197,192,158,171,134,275,223,215,273,271,,,,,,,,,,197,4930,197,527,10876,527,378,5978,378,159,2455,159,559,9664,559,349,7023,349,324,6847,324,156,2933,156,335,6163,335,726,12806,726,306,5813,306
36004,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,343,425,478,576,506,457,511,506,471,365,485,391,501,438,481,3767,4868,5528,7430,6416,5799,6898,6723,6219,3904,6618,5239,6888,5915,6599,343,425,478,576,506,457,511,506,471,365,485,391,501,438,481,985,8338,985,830,8132,830,1002,10423,1002,206,2455,206,264,3053,264,953,12370,953,493,6369,493,375,5010,375,358,3657,358,540,5486,540,114,1522,114,961,13065,961,158,2350,158,829,11341,829
36009,KSST Plzeňský,,,,,,KSST Plzeňský,,,,,,,,,717,,,,,,838,,,,,,,,,9580,,,,,,13787,,,,,,,,,717,,,,,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,484,491,507,519,525,637,619,646,564,,574,545,558,562,497,6626,7351,7888,9286,9682,10368,10396,10892,9842,,9571,9171,9642,9372,8244,484,491,507,519,525,637,619,646,564,,574,545,558,562,497,400,5431,400,516,7230,516,499,7806,499,505,9476,505,517,9613,517,464,7070,464,671,11090,671,150,2837,150,,,,,,,316,5182,316,604,10140,604,350,6026,350,115,1871,115
36018,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,1253,1322,1203,1240,1151,1126,1130,1090,,1004,968,979,865,851,,8896,8538,8932,9103,8756,8639,8635,8376,,7761,7536,7755,6901,6761,,1253,1322,1203,1240,1151,1126,1130,1090,,1004,968,979,865,851,,,,331,2240,331,411,2432,411,1120,8136,1120,520,3906,520,873,6520,873,1012,7685,1012,837,6541,837,,,,,,,762,5870,762,1073,8544,1073,375,3085,375,734,6081,734
36023,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,528,493,449,466,607,495,417,417,332,479,346,478,562,422,,3670,3406,3343,3427,4492,3654,3100,3140,2267,3698,2579,3629,4368,3215,,528,493,449,466,607,495,417,417,332,479,346,478,562,422,,,,501,3339,501,486,2969,486,966,6833,966,1723,12470,1723,301,2201,301,393,3028,393,975,7724,975,688,5066,688,758,5709,758,170,1229,170,1658,12797,1658,1480,11759,1480,177,1331,177
36028,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,253,252,296,263,352,288,269,387,327,273,293,279,306,272,260,1866,1824,2080,1958,2587,2090,1892,2863,2354,1778,2154,1996,2267,2125,1976,253,252,296,263,352,288,269,387,327,273,293,279,306,272,260,431,3725,431,1031,7014,1031,477,2893,477,1613,11627,1613,336,2404,336,572,4243,572,1778,13634,1778,383,2997,383,607,4604,607,380,2789,380,588,4465,588,1216,9699,1216,677,5415,677,566,4647,566
36029,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,158,100,141,75,112,113,127,159,147,118,171,107,152,128,149,1075,648,973,505,721,755,813,1094,966,770,1276,702,1068,938,1024,158,100,141,75,112,113,127,159,147,118,171,107,152,128,149,65,426,65,1414,9603,1414,72,425,72,1546,11163,1546,939,6798,939,1011,7630,1011,1542,11916,1542,550,4251,550,520,3969,520,814,6095,814,113,759,113,1595,12423,1595,535,4237,535,940,7749,940
36031,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,204,242,521,667,624,,,,,,,,,,,1472,1754,3590,4940,4551,,,,,,,,,,,204,242,521,667,624,,,,,,,,,,,750,6948,750,1532,10395,1532,1674,10215,1674,574,3943,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36039,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,204,295,338,173,123,72,94,88,118,108,135,161,142,196,,205,250,2507,1386,1082,654,823,754,1065,934,1197,1465,1329,1869,,15,20,338,173,123,72,94,88,118,108,135,161,142,196,,1430,1347,154,1064,7230,1064,31,244,31,356,2581,356,119,861,119,1491,10766,1491,777,5061,777,1948,12187,1948,1136,6228,1136,658,3857,658,1596,10202,1596,675,4431,675,1986,12503,1986,,,
36041,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,731,905,823,883,927,948,1270,1212,1319,,,,,,,4996,6338,6141,6690,7126,7299,9168,8571,9273,,,,,,,731,905,823,883,927,948,1270,1212,1319,,,,,,,1379,8418,1379,493,3429,493,717,4931,717,1298,9076,1298,1014,7338,1014,1867,13460,1867,679,4388,679,1935,12100,1935,,,,,,,,,,,,,,,,,,
36043,,,,,,,KSST Pardubický,KSST Pardubický,,,,,,,,,,,,,,720,757,,,,,,,,,,,,,,14019,14509,,,,,,,,,,,,,,720,757,,,,,,,,,,,,,,,,,,,,,,,,,,654,12907,654,,,,,,,,,,,,,,,,,,,,,
36048,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,1005,971,994,,963,1051,1045,1020,1007,662,948,1001,1009,,,9345,10174,11030,,12473,14010,14408,14129,13898,7036,13156,13226,13822,,,1005,971,994,,963,1051,1045,1020,1007,662,948,1001,1009,,,429,3623,429,931,9251,931,,,,,,,1095,13120,1095,805,10540,805,423,5564,423,542,7272,542,313,3182,313,296,3087,296,649,9040,649,867,11926,867,,,,,,
36050,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,824,744,677,653,660,631,813,877,787,519,718,782,683,,,5500,5356,5119,4958,5137,4954,6098,6548,5905,3678,5532,5846,5288,,,824,744,677,653,660,631,813,877,787,519,718,782,683,,,326,2004,326,493,3429,493,373,2511,373,1053,7398,1053,721,5128,721,1754,12642,1754,1576,10133,1576,658,4251,658,528,2876,528,573,3392,573,1493,9641,1493,506,3298,506,,,,,,
36052,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,18,,27,26,8,11,8,9,11,16,13,21,26,27,,588,,505,431,201,302,260,320,309,345,360,532,540,563,,18,,27,26,8,11,8,9,11,16,13,21,26,27,,,,,,,,,,141,3611,141,12,369,12,813,12726,813,250,3898,250,582,9936,582,332,6736,332,141,2866,141,305,5870,305,637,11592,637,311,5896,311,404,7551,404
36053,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,464,488,551,571,451,477,493,544,426,,444,365,424,483,594,3784,3686,4440,4833,3738,3970,4161,4673,3474,,3748,3124,3725,4323,5731,464,488,551,571,451,477,493,544,426,,444,365,424,483,594,242,2785,242,930,8892,930,526,5392,526,141,1317,141,755,8105,755,746,8696,746,899,10761,899,139,1312,139,,,,,,,243,2793,243,949,11367,949,920,11086,920,1088,13200,1088
36060,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,115,147,101,99,99,136,166,195,172,123,134,134,90,72,73,2017,2568,1895,2035,2089,2812,3491,3989,3336,2389,2482,2427,1760,1303,1209,115,147,101,99,99,136,166,195,172,123,134,134,90,72,73,735,7631,735,95,1090,95,406,5048,406,519,6833,519,864,12007,864,832,11816,832,778,10995,778,212,2913,212,279,5066,279,41,1048,41,372,5995,372,80,1522,80,101,1909,101,282,4542,282
36071,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,122,82,160,108,97,109,76,61,64,55,57,54,61,63,51,208,145,2041,1353,1150,1426,1022,817,807,610,736,658,796,830,680,15,14,160,108,97,109,76,61,64,55,57,54,61,63,51,94,263,30,1043,10337,1043,46,619,46,289,3516,289,856,10248,856,154,1811,154,237,3028,237,439,5961,439,271,2723,271,346,3502,346,292,4078,292,641,9071,641,526,7378,526,269,3392,269
36074,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,159,169,107,183,188,112,168,106,149,154,225,,,,,3009,3004,2162,3308,3423,2370,2922,2081,2785,2634,3678,,,,,159,169,107,183,188,112,168,106,149,154,225,,,,,,,,,,,,,330,6236,330,66,1405,66,810,13748,810,494,8528,494,153,3969,153,82,2127,82,82,1522,82,720,12343,720,309,5415,309,767,13050,767
36077,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,,485,478,584,657,701,663,,,,,,,,,,8006,7856,9623,10503,10892,10488,,,,,,,,,,485,478,584,657,701,663,,,,,,,,,,,,,,,,391,5857,391,820,12886,820,750,11816,750,675,10510,675,403,6256,403,,,,,,,,,,,,,,,,,,
36078,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,,,,,,,,,,211,185,150,161,,215,,,,,,,,,,3235,2912,2523,3108,,3931,,,,,,,,,,211,185,150,161,,215,,,,,,,,,,129,1947,129,171,2526,171,484,7463,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
