ID,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2013 Pořadí skokani kategorie,2014 Pořadí skokani kategorie,2015 Pořadí skokani kategorie,2016 Pořadí skokani kategorie,2017 Pořadí skokani kategorie,2018 Pořadí skokani kategorie,2019 Pořadí skokani kategorie,2020 Pořadí skokani kategorie,2021 Pořadí skokani kategorie,2022 Pořadí skokani kategorie,2023 Pořadí skokani kategorie,2024 Pořadí skokani kategorie,2025 Pořadí skokani kategorie,2026 Pořadí skokani kategorie
69184,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69185,,,,,,854,,,,,,,,,,,,,,,,,,,,,,,
69189,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,
69191,,,,,,264,597,399,491,,517,438,616,576,,,,,,,443,263,168,,,590,948,968,
69199,,,,,,367,510,227,234,169,280,233,,,,,,,,,397,29,219,433,622,672,,,
69204,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,
69207,,,,,,,,199,,,151,473,501,,,,,,,,,,,,,262,288,,
69212,,,,,,100,303,270,,,,,,,,,,,,,138,150,,,,,,,
69215,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
69216,,,,,,161,161,144,457,137,,,,,,,,,,,,,,,,,,,
69217,,,,,,497,1140,1092,,,,,,,,,,,,,,,,,,,,,
69218,,,,,,133,96,399,,,,,,,1683,,,,,,,,,,,,,,
69221,,,,,,587,1190,1081,1668,,,,,,,,,,,,,,,,,,,,
69224,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,
69225,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,
69226,,,,,,622,616,,,,,,,,,,,,,,,,,,,,,,
69231,,,,,,302,264,321,,,,,,,,,,,,,,,,,,,,,
69236,,,,,,604,,,,,,,,,,,,,,,,,,,,,,,
69237,,,,,,,38,131,106,,130,,,,,,,,,,,,,,,,,,
69242,,,,,,1356,,,,,,,,,,,,,,,,,,,,,,,
69245,,,,,,209,185,324,,,,,,,,,,,,,505,347,,,,,,,
69249,,,,,,150,151,232,174,,,,,,,,,,,,,,,,,,,,
69250,,,,,,232,244,116,62,46,60,38,,,,,,,,,80,57,49,406,426,508,,,
69252,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,
69258,,,,,,971,967,1283,,,,,,,,,,,,,1019,1175,,,,,,,
69259,,,,,,,104,219,123,154,208,309,295,290,230,,,,,,,249,116,108,344,601,774,328,590
69267,,,,,,659,544,817,536,,815,,,,,,,,,,443,632,235,,,,,,
69268,,,,,,,1345,,,,,,,,,,,,,,,,,,,,,,
69269,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,
69270,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,
69273,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,
69274,,,,,,,,273,270,307,472,,,,,,,,,,,,424,385,353,,,,
69276,,,,,,212,173,244,169,,118,127,114,144,175,,,,,,130,74,205,,,207,668,835,1346
69277,,,,,,818,699,816,526,,421,582,394,,,,,,,,458,286,219,,,943,294,,
69278,,,,,,462,920,696,1024,,1086,1108,,,,,,,,,,,535,,,887,,,
69286,,,,,,16,7,1,2,,,,,,,,,,,,9,1,43,,,,,,
69288,,,,,,,,,73,,246,629,668,868,931,,,,,,,,,,,604,589,580,1044
69293,,,,,,,,290,125,,134,297,355,651,,,,,,,,,29,,,526,661,1029,
69306,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,
69307,,,,,,93,87,,,,,,,,,,,,,,99,,,,,,,,
69309,,,,,,,512,822,665,,780,,,,,,,,,,,717,556,,,,,,
69321,,,,,,,,182,47,,,,,,,,,,,,,,,,,,,,
69327,,,,,,,,193,311,192,,,,,,,,,,,,,380,419,,,,,
69335,,,,,,1023,,,,,,,,,,,,,,,,,,,,,,,
69336,,,,,,1091,664,951,,,,,,,,,,,,,,661,,,,,,,
69338,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69339,,,,,,176,124,143,84,,110,141,154,,,,,,,,46,59,14,,,168,247,,
69340,,,,,,97,75,133,70,,76,98,111,146,142,,,,,,,,20,,,68,205,249,126
69348,,,,,,2514,,,,,,,,,,,,,,,,,,,,,,,
69354,,,,,,862,,,,,,,,,,,,,,,,,,,,,,,
69358,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,
69359,,,,,,,1345,,,,,,,,,,,,,,,,,,,,,,
69367,,,,,,651,1065,,,,,,,,,,,,,,984,,,,,,,,
69368,,,,,,243,87,142,63,,90,165,138,,,,,,,,39,146,172,,,1142,824,,
69369,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,
69371,,,,,,1085,895,,,,,,1595,,,,,,,,,,,,,,,,
69372,,,,,,,,,,,,,1818,,,,,,,,,,,,,,,,
69374,,,,,,,,1375,,,,,,,,,,,,,,,,,,,,,
69376,,,,,,1283,1181,1361,,,,,,,,,,,,,906,793,,,,,,,
69378,,,,,,,1345,,,,,,,,,,,,,,,,,,,,,,
69379,,,,,,53,160,182,,,,,,,,,,,,,,,,,,,,,
69386,,,,,,,,,1416,,,,,,,,,,,,,,,,,,,,
69387,,,,,,,,,261,,419,653,531,518,393,,,,,,,,,,,327,360,156,370
69400,,,,,,248,453,380,575,,807,,,,,,,,,,242,425,432,,,,,,
69401,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,
69411,,,,,,,407,333,704,,,,,,,,,,,,,,,,,,,,
69418,,,,,,,,649,216,,248,205,283,216,333,,,,,,,,,,,450,382,436,1205
69420,,,,,,726,1045,731,787,474,928,545,,,,,,,,,751,360,274,639,648,90,,,
69428,,,,,,965,1348,,,,,,,,,,,,,,1355,,,,,,,,
69432,,,,,,736,637,,,,,,,,,,,,,,493,,,,,,,,
69445,,,,,,1583,1831,1624,,,,,,,,,,,,,1416,1079,,,,,,,
69446,,,,,,,1690,2074,,,,,,,,,,,,,,,,,,,,,
69448,,,,,,,,1352,,,,,,,,,,,,,,,,,,,,,
69457,,,,,,731,654,,,,,,,,,,,,,,536,,,,,,,,
69467,,,,,,451,1015,,,,,,,,,,,,,,,,,,,,,,
69468,,,,,,1703,,,,,,,,,,,,,,,,,,,,,,,
69469,,,,,,430,947,717,1073,448,761,585,685,,,,,,,,,,571,97,138,397,457,,
69470,,,,,,1031,929,,,,,,,,,,,,,,,,,,,,,,
69471,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,
69472,,,,,,1169,,,,,,,,,,,,,,,,,,,,,,,
69479,,,,,,113,84,118,,,,,,,,,,,,,53,98,,,,,,,
69483,,,,,,153,145,441,335,,444,,,,,,,,,,,,,,,,,,
69484,,,,,,181,169,,511,,660,612,,,,,,,,,,,,,,,,,
69485,,,,,,622,494,,1025,,,,,,,,,,,,,,,,,,,,
69486,,,,,,230,528,448,506,,453,401,559,407,,,,,,,419,412,130,,,645,1004,323,
69487,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,
69488,,,,,,,1184,,,,,,,,,,,,,,,,,,,,,,
69489,,,,,,517,464,,,,,,,,,,,,,,,,,,,,,,
69490,,,,,,126,88,278,195,,446,690,794,,,,,,,,,143,87,,,337,650,,
69491,,,,,,454,857,757,1276,,1499,,,,,,,,,,,452,,,,,,,
69497,,,,,,193,184,614,605,,932,,,,,,,,,,,,,,,,,,
69498,,,,,,190,603,597,1276,,,,,,,,,,,,,,,,,,,,
69501,,,,,,,,693,,,,,,,,,,,,,,,,,,,,,
69515,,,,,,380,118,,,,,,,,,,,,,,15,,,,,,,,
69516,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,
69517,,,,,,1658,1240,1476,,,,,,,,,,,,,430,1370,,,,,,,
69518,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,
69520,,,,,,74,58,109,83,,,,,,,,,,,,34,62,64,,,,,,
69521,,,,,,618,,,,,,,,,,,,,,,,,,,,,,,
69526,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69532,,,,,,,450,395,815,,854,,,,,,,,,,,,,,,,,,
69533,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,
69543,,,,,,1103,964,1219,1144,,1472,,,,,,,,,,,,752,,,,,,
69555,,,,,,,,,,,,50,67,,,,,,,,,,,,,,,,
69563,,,,,,262,497,514,,,,,,,,,,,,,848,911,,,,,,,
69571,,,,,,1048,,1289,,,,,,,,,,,,,,,,,,,,,
69573,,,,,,987,1186,1043,847,494,931,833,,,,,,,,,384,807,54,582,550,769,,,
69574,,,,,,380,744,618,1039,,,,,,,,,,,,300,439,703,,,,,,
69575,,,,,,361,315,,,,,,,,,,,,,,148,,,,,,,,
69576,,,,,,492,446,,,,,,,,,,,,,,,,,,,,,,
69577,,,,,,353,874,659,1089,502,989,539,722,857,,,,,,,561,,723,410,214,79,846,1364,
69590,,,,,,784,,,,,,,,,,,,,,,,,,,,,,,
69593,,,,,,,128,364,309,,472,742,678,790,847,,,,,,,,,,,329,426,368,1074
69594,,,,,,90,63,111,77,,114,183,181,233,256,,,,,,,58,49,,,184,160,190,223
69598,,,,,,,,1021,765,,871,1096,1034,1311,1363,,,,,,,,,,,445,595,1080,1144
69602,,,,,,425,285,287,172,183,,,,,,,,,,,,29,120,56,,,,,
69607,,,,,,1376,,,,,,,,,,,,,,,,,,,,,,,
69611,,,,,,1028,1507,,,,,,,,,,,,,,,,,,,,,,
69626,,,,,,468,970,653,945,,,,,,,,,,,,,,494,,,,,,
69627,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69628,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,
69630,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,
69631,,,,,,,,,1094,,,,,,,,,,,,,,,,,,,,
69632,,,,,,386,377,,,,,,,,,,,,,,,,,,,,,,
69645,,,,,,172,548,,,,,,,,,,,,,,,,,,,,,,
69646,,,,,,120,210,168,222,102,162,155,,,,,,,,,,,,11,36,141,,,
69652,,,,,,35,90,53,89,,20,16,35,24,29,,,,,,,,51,,,99,202,116,141
69653,,,,,,901,867,,1079,,,,,,,,,,,,968,,,,,,,,
69661,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,
69663,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,
69664,,,,,,959,792,1032,939,667,1002,1161,1192,,,,,,,,395,507,731,317,422,630,1196,,
69665,,,,,,1172,1060,1408,,,,,,,,,,,,,,,,,,,,,
69666,,,,,,,1315,1483,,,,,,,,,,,,,,753,,,,,,,
69667,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,
69674,,,,,,1544,1597,1317,1100,,,,,,,,,,,,,744,107,,,,,,
69680,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
69681,,,,,,1126,1390,1321,1704,,,,,,,,,,,,,918,,,,,,,
69682,,,,,,141,469,420,893,,,,,,,,,,,,,,,,,,,,
69683,,,,,,1172,1015,1455,1309,,1455,,,,,,,,,,,,,,,,,,
69684,,,,,,2663,2539,,,,,,,,,,,,,,,,,,,,,,
69686,,,,,,135,483,454,,,,,,,,,,,,,,,,,,,,,
69705,,,,,,281,677,615,1190,,,,,1767,,,,,,,518,471,855,,,,,,
69707,,,,,,2308,2541,2392,,,,,,,,,,,,,,,,,,,,,
69708,,,,,,1539,1195,,,,,,,,,,,,,,390,,,,,,,,
69709,,,,,,,,1521,1303,,,,,,,,,,,,,,786,,,,,,
69710,,,,,,,,1944,1981,,,,,,,,,,,,,,,,,,,,
69711,,,,,,,,1783,1774,,,,,,,,,,,,,,,,,,,,
69712,,,,,,,,2496,,,,,,,,,,,,,,,,,,,,,
69713,,,,,,,,41,24,47,72,,169,,,,,,,,,,,,,,,,
69714,,,,,,,254,432,304,317,285,377,278,361,402,,,,,,,217,255,265,115,397,326,682,1406
69716,,,,,,74,,60,28,42,21,35,35,58,65,,,,,,,,42,28,56,317,459,779,1044
69717,,,,,,1376,,1458,,,,,,,,,,,,,,,,,,,,,
69725,,,,,,,1687,,,,,,,,,,,,,,,,,,,,,,
69726,,,,,,1305,1831,1725,2199,,,,,,,,,,,,,,,,,,,,
69733,,,,,,1926,2365,,,,,,,,,,,,,,,,,,,,,,
69735,,,,,,497,1103,968,1431,,1545,,,,,,,,,,,,,,,,,,
69736,,,,,,169,505,493,,,1010,,,,,,,,,,,,,,,,,,
69737,,,,,,482,1091,819,,,,,,,,,,,,,,,,,,,,,
69742,,,,,,,,,,,263,151,252,272,376,,,,,,,,,,,,,,
69743,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,
69744,,,,,,,455,982,672,,,,,,,,,,,,,,,,,,,,
69748,,,,,,334,580,,,,,,,,,,,,,,209,,,,,,,,
69750,,,,,,351,301,682,647,,,1009,1107,1516,,,,,,,152,443,411,,,,942,1307,
69756,,,,,,849,1275,,,,,,,,,,,,,,958,,,,,,,,
69769,,,,,,,,372,331,,375,,,,,,,,,,,,,,,,,,
69770,,,,,,415,842,713,,,,,,,,,,,,,,436,,,,,,,
69771,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,
69772,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,
69773,,,,,,921,1342,,,,1759,,,,,,,,,,898,,,,,,,,
69777,,,,,,451,967,666,1050,,1291,1146,,,,,,,,,,,630,,,630,,,
69778,,,,,,385,867,571,842,,1024,953,,,,,,,,,,,437,,,745,,,
69782,,,,,,2489,2448,2883,,,,,,,,,,,,,,,,,,,,,
69784,,,,,,548,1157,1059,1473,,1550,1365,,2123,,,,,,,,,,,,,,,
69785,,,,,,526,1141,710,1044,,1295,992,1138,1065,,,,,,,,,524,,,334,510,872,
69786,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,
69787,,,,,,510,424,654,422,,575,782,706,829,786,,,,,,,,151,,,549,577,651,830
69799,,,,,,1197,,,,,,,,,,,,,,,,,,,,,,,
69812,,,,,,1376,1345,852,785,,,,,,,,,,,,,,774,,,,,,
69820,,,,,,270,321,313,,,,,,,,,,,,,229,,,,,,,,
69823,,,,,,,1035,849,,,,,,,,,,,,,,,,,,,,,
69824,,,,,,339,760,573,867,,,,,,,,,,,,450,365,486,,,,,,
69825,,,,,,1679,1038,1296,1146,,,,,,,,,,,,107,1392,898,,,,,,
69826,,,,,,1161,946,1040,980,,,,,,,,,,,,611,603,1252,,,,,,
69827,,,,,,,60,24,41,15,53,33,83,77,124,,,,,,,9,14,48,84,144,515,575,628
69828,,,,,,,471,789,636,,662,997,929,1067,1010,,,,,,,,,,,767,620,641,874
69829,,,,,,1836,1730,2127,2010,,2026,,,,,,,,,,,,,,,,,,
69835,,,,,,66,182,129,339,,,,,,,,,,,,103,99,372,,,,,,
69853,,,,,,1460,1860,1831,2138,,,,,,,,,,,,1346,1332,,,,,,,
69861,,,,,,446,986,,,,,,,,,,,,,,,,,,,,,,
69862,,,,,,998,907,,,,,,,,,,,,,,,,,,,,,,
69867,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,
69868,,,,,,109,87,,,,,,,,,,,,,,,,,,,,,,
69870,,,,,,784,762,993,792,,718,,,,,,,,,,889,959,514,,,,,,
69871,,,,,,112,73,161,77,,,,,,483,,,,,,78,213,69,,,,,,
69872,,,,,,55,135,,,,,,,,,,,,,,122,,,,,,,,
69873,,,,,,501,364,386,300,327,253,,,,,,,,,,347,158,591,805,235,,,,
69874,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,
69875,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,
69877,,,,,,,1547,,,,,,,,,,,,,,,,,,,,,,
69878,,,,,,,,,2166,,,,,,,,,,,,,,,,,,,,
69879,,,,,,60,247,120,257,144,,,,,,,,,,,179,48,263,244,,,,,
69880,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,
69881,,,,,,,430,275,439,186,339,229,265,196,290,,,,,,,,143,83,102,231,172,456,1034
69882,,,,,,,467,913,651,508,,,,,,,,,,,,,,257,,,,,
69890,,,,,,193,166,,,,,,,,,,,,,,158,,,,,,,,
69891,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,
69892,,,,,,337,244,391,264,290,,,,,1035,,,,,,91,190,222,265,,,,,
69893,,,,,,,,435,815,,1053,,,,,,,,,,,,,,,,,,
69894,,,,,,,,,,,285,837,,,,,,,,,,,,,,,,,
69895,,,,,,,204,442,213,237,289,,,,,,,,,,,359,52,161,296,,,,
69896,,,,,,377,142,179,69,85,63,86,55,,,,,,,,45,43,115,141,360,594,609,,
69897,,,,,,340,363,,,,,,,,,,,,,,566,,,,,,,,
69898,,,,,,69,,185,,,,,,,,,,,,,,,,,,,,,
69903,,,,,,146,130,384,317,,539,,,,,,,,,,,,,,,,,,
69904,,,,,,93,63,25,95,,,149,222,214,326,,,,,,15,8,118,,,,187,519,764
69906,,,,,,1583,1800,1621,,,,,,,,,,,,,1323,1137,,,,,,,
69912,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,
69913,,,,,,80,273,174,380,163,,,,,,,,,,,153,84,321,72,,,,,
69916,,,,,,,1345,2005,,,,,,,,,,,,,,,,,,,,,
69917,,,,,,,69,123,113,,,,,,,,,,,,,65,80,,,,,,
69918,,,,,,,73,147,139,,,,,,,,,,,,,,81,,,,,,
69921,,,,,,171,164,503,460,,,,,,,,,,,,,,,,,,,,
69926,,,,,,14,14,5,14,9,10,9,14,13,18,,,,,,1,7,21,47,29,115,133,188,155
69928,,,,,,584,319,637,,,,,,,,,,,,,117,933,,,,,,,
69929,,,,,,,1345,,,,,,,,,,,,,,,,,,,,,,
69930,,,,,,,32,108,,,,,,,,,,,,,,116,,,,,,,
69932,,,,,,188,175,161,138,,,,914,830,,,,,,,,,,,,,,,
69940,,,,,,,,69,257,,300,141,288,276,460,,,,,,,,141,,,50,474,525,915
69943,,,,,,469,403,870,,,,,,,,,,,,,,,,,,,,,
69944,,,,,,,,478,,,,,,,,,,,,,,,,,,,,,
69945,,,,,,25,21,43,33,,52,73,56,84,102,,,,,,,19,26,,,41,52,137,258
69947,,,,,,,1221,1138,,,,,,,,,,,,,,,,,,,,,
69948,,,,,,2098,2031,,2260,,,,,,,,,,,,,,,,,,,,
69952,,,,,,1152,1602,,,,,,,,,,,,,,,,,,,,,,
69953,,,,,,505,1043,692,1007,,994,,,,,,,,,,,,507,,,,,,
69954,,,,,,1011,1350,1054,766,,644,578,,,,,,,,,,518,26,,,841,,,
69955,,,,,,1756,1609,,,,,,,,,,,,,,,,,,,,,,
69956,,,,,,1097,938,,,,,,,,,,,,,,,,,,,,,,
69973,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,
69974,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,
69980,,,,,,887,1107,,,,,,,,,,,,,,831,,,,,,,,
69981,,,,,,321,181,346,253,302,452,,,,,,,,,,133,1139,484,920,807,,,,
69990,,,,,,2853,,,,,,,,,,,,,,,,,,,,,,,
69991,,,,,,,,88,87,,,,,,,,,,,,,,,,,,,,
69995,,,,,,,10,17,13,25,18,42,35,52,59,,,,,,,8,15,27,31,111,104,131,243
69999,,,,,,745,1040,779,841,490,,,,,,,,,,,677,483,290,555,,,,,
70000,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,
70002,,,,,,112,369,286,625,262,664,532,799,685,901,,,,,,,,358,188,211,309,735,554,1002
70005,,,,,,365,315,,,,,,,,,,,,,,469,,,,,,,,
70006,,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,
70008,,,,,,34,26,18,12,21,13,28,11,16,22,,,,,,,,,15,7,6,34,52,175
70009,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,
70010,,,,,,,30,28,17,,,,,,,,,,,,,,,,,,,,
70018,,,,,,1323,,,,,,,,,,,,,,,,,,,,,,,
70021,,,,,,,,,,,,,,,1929,,,,,,,,,,,,,,
70022,,,,,,,,201,118,149,114,152,112,223,164,,,,,,,,67,104,60,123,267,1009,455
70032,,,,,,,,165,263,188,341,258,,,,,,,,,,,1046,480,677,520,,,
70034,,,,,,794,1162,,,,,,,,,,,,,,834,,,,,,,,
70037,,,,,,23,20,57,38,54,74,,,,,,,,,,8,31,16,40,39,,,,
70038,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,
70039,,,,,,598,495,352,133,176,76,124,90,,,,,,,,432,10,32,433,98,970,624,,
70040,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,
70041,,,,,,120,111,100,,,,,,,,,,,,,,,,,,,,,
70048,,,,,,,292,256,498,,403,290,324,287,401,,,,,,,144,287,,,260,164,721,961
70049,,,,,,714,471,420,349,,306,,,,,,,,,,227,69,763,,,,,,
70050,,,,,,592,827,684,824,,,,,,,,,,,,550,661,514,,,,,,
70053,,,,,,,616,,610,254,,,,,,,,,,,,,,142,,,,,
70056,,,,,,,,,341,,,,,,,,,,,,,,,,,,,,
70057,,,,,,,,,862,,856,816,1107,866,1306,,,,,,,,,,,456,558,391,1420
70058,,,,,,,465,,870,330,997,911,1076,834,903,,,,,,,,,,,,287,388,466
70059,,,,,,151,143,114,76,,,,,,,,,,,,,,,,,,,,
70060,,,,,,,55,47,137,48,145,121,180,,270,,,,,,,,,,,,79,,
70062,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,
70064,,,,,,834,714,981,,,,,,,,,,,,,635,1099,,,,,,,
70065,,,,,,351,819,727,1232,,,,,,,,,,,,522,455,792,,,,,,
70066,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,
70067,,,,,,32,90,94,163,,,,,,,,,,,,,,,,,,,,
70069,,,,,,,23,68,54,,,,,,,,,,,,,,,,,,,,
70072,,,,,,557,884,722,781,,810,743,,,,,,,,,803,625,266,,,825,,,
70073,,,,,,,60,38,73,,127,,,,,,,,,,,17,65,,,,,,
70075,,,,,,,,60,59,,,,204,,,,,,,,,,30,,,,,,
70077,,,,,,,,133,191,,211,190,227,211,217,,,,,,,,62,,,514,209,803,416
70079,,,,,,44,151,87,242,,,,,,,,,,,,92,87,343,,,,,,
70093,,,,,,525,,,,,1212,,,,,,,,,,,,,,,,,,
70094,,,,,,743,690,438,600,351,656,534,,,,,,,,,96,188,728,147,629,573,,,
70096,,,,,,,,589,,,,,,,,,,,,,,,,,,,,,
70102,,,,,,307,654,634,1137,494,1287,,,,,,,,,,365,474,819,214,528,,,,
70103,,,,,,141,109,168,,,,,,,,,,,,,57,160,,,,,,,
70104,,,,,,57,41,93,102,93,,,,,,,,,,,26,77,93,42,,,,,
70105,,,,,,756,1138,,,,,,,,,,,,,,898,,,,,,,,
70108,,,,,,42,50,30,52,24,57,45,80,61,109,,,,,,29,16,22,56,42,202,309,403,789
70110,,,,,,42,31,8,40,11,38,30,63,60,113,,,,,,18,3,59,23,77,154,453,560,867
70120,,,,,,1650,1236,1215,1129,,,,,,,,,,,,430,408,1165,,,,,,
70121,,,,,,598,160,214,120,157,104,180,184,,,,,,,,8,90,223,237,274,1069,1217,,
70122,,,,,,663,472,662,504,,727,999,,,,,,,,,321,443,465,,,985,,,
70138,,,,,,,745,650,932,,687,,,,,,,,,,,726,1063,,,,,,
70145,,,,,,,,,22,,35,68,74,98,111,,,,,,,,,,,107,147,103,240
70152,,,,,,,,193,388,228,343,259,330,254,,,,,,,,,694,385,138,512,665,578,
70154,,,,,,,,,539,243,692,455,430,459,528,,,,,,,,,202,292,151,95,1017,511
70159,,,,,,,,,495,348,362,558,476,,,,,,,,,,,4,330,1158,781,,
70161,,,,,,,,1352,489,175,246,183,261,240,,,,,,,,,,2,159,448,936,959,
70172,,,,,,33,24,67,,,,,,,,,,,,,,,,,,,,,
70173,,,,,,1376,1957,2005,,,,,,,,,,,,,,,,,,,,,
70174,,,,,,,290,434,252,272,269,413,428,,,,,,,,,355,164,164,342,1135,1230,,
70176,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,
70177,,,,,,162,129,,,,,,,,,,,,,,109,,,,,,,,
70178,,,,,,19,27,12,18,11,21,11,26,31,55,,,,,,3,5,13,17,62,50,209,224,286
70180,,,,,,449,963,773,,,,,,,,,,,,,,,,,,,,,
70181,,,,,,495,444,763,676,,876,,,,,,,,,,,,,,,,,,
70182,,,,,,563,864,,,,,,,,,,,,,,724,,,,,,,,
70184,,,,,,1016,1394,1258,1648,802,1682,1610,,,,,,,,,,823,1092,564,545,920,,,
70186,,,,,,,,1127,686,,900,,,,,,,,,,,,98,,,,,,
70188,,,,,,174,166,488,294,,,,,,,,,,,,,,,,,,,,
70191,,,,,,,,52,189,,374,238,193,170,,,,,,,,,122,,,119,15,475,
70193,,,,,,1292,1126,1172,926,747,1054,,,,,,,,,,706,458,533,860,582,,,,
70198,,,,,,,559,544,436,,,,,,,,,,,,,75,571,,,,,,
70200,,,,,,1056,715,731,761,595,1011,,,,,,,,,,,135,853,309,595,,,,
70207,,,,,,1168,1023,1415,,,,,,,,,,,,,,,,,,,,,
70209,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,
70212,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,
70217,,,,,,,9,10,42,13,81,69,,,,,,,,,,28,57,25,150,216,,,
70218,,,,,,,,98,279,,,,,,,,,,,,,,392,,,,,,
70219,,,,,,,94,73,57,10,70,34,99,78,178,,,,,,,,24,4,25,24,185,180,629
70229,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,
70233,,,,,,,2844,,,,,,,,,,,,,,,,,,,,,,
70236,,,,,,2489,,,,,,,,,,,,,,,,,,,,,,,
70237,,,,,,,,,,,371,385,580,567,727,,,,,,,,,,,578,645,819,811
70240,,,,,,128,399,185,195,93,246,181,270,207,312,,,,,,,,25,159,208,343,534,456,1184
70242,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,
70245,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,
70246,,,,,,53,,,43,,,,,,,,,,,,,,,,,,,,
70248,,,,,,534,768,546,749,,957,962,,,,,,,,,591,355,809,,,1158,,,
70250,,,,,,,,,,,,1031,,,,,,,,,,,,,,,,,
70251,,,,,,380,331,,,,,,,,,,,,,,145,,,,,,,,
70253,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,
70256,,,,,,,,85,122,80,135,138,177,,,,,,,,,,99,58,68,182,195,,
70259,,,,,,1181,1002,1364,1094,725,,,,,,,,,,,,,,272,,,,,
70260,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,
70261,,,,,,150,122,183,158,,222,,,,,,,,,,76,153,126,,,,,,
70262,,,,,,149,133,123,197,68,166,90,165,145,207,,,,,,,,,45,39,74,357,440,652
70263,,,,,,84,256,214,348,169,430,366,470,527,591,,,,,,114,137,159,181,263,394,305,1057,437
70265,,,,,,155,134,126,263,93,425,535,,,,,,,,,,,,63,134,284,,,
70266,,,,,,97,79,47,31,7,,,,,,,,,,,23,14,1,6,,,,,
70275,,,,,,,40,32,121,50,187,187,,,,,,,,,,23,121,70,106,266,,,
70278,,,,,,590,1242,1149,1725,,1935,,,,,,,,,,,,,,,,,,
70279,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,
70280,,,,,,1321,1216,1763,,,,,,,,,,,,,,,,,,,,,
70281,,,,,,541,500,1042,,,,,,,,,,,,,,,,,,,,,
70284,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,
70285,,,,,,580,422,376,287,,509,764,625,,,,,,,,298,34,507,,,1152,555,,
70286,,,,,,174,168,162,145,,,,,,,,,,,,183,30,122,,,,,,
70287,,,,,,,,328,121,144,95,134,140,200,277,,,,,,,,20,74,123,453,868,1160,1428
70288,,,,,,,,642,371,,381,599,554,,,,,,,,,,130,,,1232,1043,,
70289,,,,,,,,6,46,,105,115,200,178,242,,,,,,,,96,,,246,313,468,530
