ID,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2027 pořadí kraj kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj kategorie,2027 Pořadí skokani kraj kategorie
65278,,,,,4,4,5,17,,,,,,,,,,,,,10,12,43,,,,,,,,
65280,,,,75,126,,,,,,,,,,,,,,,80,,,,,,,,,,,
65285,,,,20,22,12,11,13,17,14,20,13,,,,,,,,5,1,17,53,31,28,58,30,,,,
65286,,,,25,18,,,,,,,,,,,,,,,30,,,,,,,,,,,
65287,,,,16,11,,,,,,,,,,,,,,,25,,,,,,,,,,,
65288,,,,19,29,,,76,,,,,,,,,,,,22,,,,,,,,,,,
65290,,,,17,28,,,,,,,,,,,,,,,23,,,,,,,,,,,
65291,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
65292,,,,15,23,,,,,,,,,,,,,,,29,,,,,,,,,,,
65293,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
65294,,,,55,90,88,,,,,,,,,,,,,,,65,,,,,,,,,,
65295,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
65299,,,,,22,82,61,82,,,,,,,,,,,,,52,49,78,,,,,,,,
65302,,,,,2,2,3,1,1,1,1,3,2,4,,,,,,,3,1,1,2,2,2,9,8,18,,
65306,,,,,,11,21,,,,,,,,,,,,,,,13,,,,,,,,,
65308,,,,,,50,37,,,,,,,,,,,,,,,24,,,,,,,,,
65318,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
65319,,,,,54,47,,,,,,,,,,,,,,,,,,,,,,,,,
65320,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,
65322,,,,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,
65323,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
65324,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
65328,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
65329,,,,5,17,7,13,14,,,,,,,,,,,,6,3,6,21,,,,,,,,
65330,,,,63,60,104,75,,,,,,,,,,,,,,,,,,,,,,,,
65331,,,,118,141,,,,,,,,,,,,,,,,,,,,,,,,,,
65332,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
65335,,,,,,30,60,36,47,19,52,49,,,,,,,,,,60,13,26,31,21,67,,,,
65336,,,,,,37,76,49,83,28,,,,,,,,,,,,68,27,102,33,,,,,,
65337,,,,,,41,36,41,32,22,38,38,39,,,,,,,,,27,16,29,28,14,24,120,,,
65338,,,,,2,5,6,12,7,,13,27,,,,,,,,,6,6,8,14,,,77,,,,
65346,,,,,133,116,,,,,,,,,,,,,,,,,,,,,,,,,
65347,,,,26,42,,,,,,,,,,,,,,,28,,,,,,,,,,,
65348,,,,,,36,17,26,30,,38,,,,,,,,,,,20,76,96,,,,,,,
65350,,,,,,144,155,124,142,,,,,,,,,,,,,106,78,139,,,,,,,
65356,,,,15,22,,,,,,,,,,,,,,,38,,,,,,,,,,,
65360,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
65361,,,,23,17,27,16,29,28,,34,40,34,,,,,,,9,15,13,31,50,,,45,83,,,
65368,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,
65370,,,,,36,95,69,73,60,43,69,,,,,,,,,,79,58,39,68,55,33,,,,,
65376,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
65392,,,,,8,7,11,13,24,,30,31,,,,,,,,,3,11,10,18,,,24,,,,
65393,,,,,,6,10,9,16,,,26,,,,,,,,,,14,7,21,,,,,,,
65395,,,,,,,,19,7,,18,53,54,67,55,,,,,,,,,,,,17,36,30,69,
65397,,,,,2,11,6,10,9,,21,22,,,,,,,,,5,5,2,9,,,27,,,,
65398,,,,36,63,40,34,25,30,,,,,,,,,,,31,28,3,19,67,,,,,,,
65399,,,,69,50,,80,,,,,,,,,,,,,47,,,,,,,,,,,
65400,,,,101,84,127,113,171,,,,,,,,,,,,68,44,112,130,,,,,,,,
65405,,,,,,,,8,17,12,17,16,22,28,52,,,,,,,,,4,5,27,21,47,65,103,
65413,,,,13,31,25,,,,,,,,,,,,,,,,,,,,,,,,,
65414,,,,,87,140,87,88,71,67,76,119,103,,,,,,,,,,38,71,20,65,152,91,,,
65419,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,
65420,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,
65426,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,
65432,,,,,1,1,1,1,,,,,,,,,,,,,4,5,9,,,,,,,,
65433,,,,,4,3,,3,,,,,,,,,,,,,1,,,,,,,,,,
65434,,,,33,29,13,23,19,26,24,29,24,,,,,,,,3,1,57,73,104,90,87,123,,,,
65438,,,,83,62,122,95,129,122,,127,,,,,,,,,56,109,92,72,135,,,,,,,
65439,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
65442,,,,,,32,27,,,,,,22,,,,,,,,,,,,,,,,,,
65443,,,,,,13,25,,,,,,,,,,,,,,,,,,,,,,,,
65446,,,,,,26,24,,,,,,,,,,,,,,,,,,,,,,,,
65453,,,,,49,34,,,,,,,,,,,,,,,40,,,,,,,,,,
65454,,,,,,,6,1,6,3,6,3,3,3,3,,,,,,,,2,23,17,9,19,30,44,71,
65455,,,,,,36,49,37,42,37,46,47,,,,,,,,,,59,20,6,38,52,75,,,,
65456,,,,,22,23,19,,35,40,,,,,,,,,,,10,27,,,51,,,,,,
65464,,,,39,52,42,94,,,,,,,,,,,,,16,76,137,,,,,,,,,
65465,,,,30,61,52,59,52,72,,,,,,,,,,,18,14,15,26,31,,,,,,,
65468,,,,,10,,,33,21,,23,26,22,34,34,,,,,,,,,6,,,14,65,118,84,
65483,,,,111,72,99,65,76,66,66,79,,,,,,,,,32,42,50,46,98,87,87,,,,,
65484,,,,,5,6,13,12,21,12,,,,,,,,,,,,,,,,,,,,,
65486,,,,74,123,106,,,,,,,,,,,,,,83,65,,,,,,,,,,
65488,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,
65489,,,,33,45,30,43,43,60,,74,,,,,,,,,26,12,73,54,72,,,,,,,
65490,,,,43,84,72,77,76,,,,,,,,,,,,51,54,49,63,,,,,,,,
65493,,,,,11,39,,,,,,,,,,,,,,,14,,,,,,,,,,
65494,,,,,36,121,,,,,,,,,,,,,,,,,,,,,,,,,
65495,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
65496,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
65498,,,,,,7,9,8,6,,2,,,,,,,,,,,9,3,9,,,,,,,
65499,,,,63,85,99,,,,,,,,,,,,,,65,80,,,,,,,,,,
65501,,,,9,9,15,17,,,,,,,,,,,,,9,16,14,,,,,,,,,
65502,,,,,,,20,,10,,15,11,,,,,,,,,,,,,,,8,,,,
65509,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,
65510,,,,,12,11,30,13,20,,23,17,21,23,,,,,,,6,18,8,17,,,18,48,40,,
65512,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
65514,,,,,25,65,31,52,31,41,62,95,95,,,,,,,,43,11,60,22,107,89,164,142,,,
65537,,,,,,,133,79,94,53,127,99,,,,,,,,,,,31,59,57,121,70,,,,
65538,,,,,,18,13,26,21,18,,,,,,,,,,,,12,36,25,24,,,,,,
65545,,,,,,4,3,5,4,,,,,,,,,,,,,5,7,12,,,,,,,
65547,,,,,,,,75,46,29,49,66,,,,,,,,,,,,,14,23,64,,,,
65552,,,,,,1,2,1,,3,6,2,15,15,19,,,,,,,3,8,,,12,9,60,69,116,
65556,,,,3,5,3,3,2,5,2,5,6,,,,,,,,8,1,2,18,38,12,31,48,,,,
65557,,,,,5,4,,,,,,,,,,,,,,,1,,,,,,,,,,
65558,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
65560,,,,,,,,,,24,35,32,,,,,,,,,,,,,,,22,,,,
65562,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
65565,,,,,39,24,,,,,,,,,,,,,,,,,,,,,,,,,
65567,,,,,212,252,,,,,,,,,,,,,,,158,,,,,,,,,,
65568,,,,,57,124,,,,,,,,,,,,,,,87,,,,,,,,,,
65569,,,,,140,117,,,,,,,,,,,,,,,58,,,,,,,,,,
65573,,,,76,124,,,,,,,,,,,,,,,148,,,,,,,,,,,
65575,,,,,5,11,8,16,,,,,,,,,,,,,,,,,,,,,,,
65578,,,,,,,11,5,12,7,18,11,29,27,41,,,,,,,,2,8,5,15,14,66,70,95,
65579,,,,,3,11,3,4,4,2,3,4,4,3,,,,,,,9,4,7,26,19,27,65,57,117,,
65580,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,
65587,,,,97,80,84,,,,,,,,,,,,,,45,68,,,,,,,,,,
65590,,,,38,83,,,,,,,,,,,,,,,57,,,,,,,,,,,
65591,,,,103,70,,,,,,,,,,,,,,,43,,,,,,,,,,,
65592,,,,105,69,,,,,,,,,,,,,,,37,,,,,,,,,,,
65596,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
65611,,,,,19,25,,31,31,27,39,,56,,,,,,,,,,,,,,,,,,
65620,,,,7,7,10,6,11,11,9,7,7,7,8,10,,,,,3,6,3,9,11,6,5,10,30,31,27,
65623,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
65652,,,,,48,74,71,,,,,,,,,,,,,,42,57,,,,,,,,,
65655,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
65657,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
65658,,,,55,,73,,,,,,,,,,,,,,,,,,,,,,,,,
65659,,,,,11,33,24,,,,,,,,,,,,,,18,12,,,,,,,,,
65660,,,,,44,47,61,,,,,,,,,,,,,,31,45,,,,,,,,,
65665,,,,,17,,,6,5,10,2,7,6,12,11,,,,,,,,,,,,13,14,43,27,
65671,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,
65672,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,
65674,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,
65676,,,,,142,119,164,,,,,,,,,,,,,,80,196,,,,,,,,,
65677,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
65678,,,,46,,113,172,147,209,,,,,,,,,,,,,,,122,,,,,,,
65679,,,,42,61,88,122,106,,,,,,,,,,,,20,94,176,109,,,,,,,,
65680,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
65681,,,,,130,154,136,147,,,,,,,,,,,,,,,,,,,,,,,
65683,,,,67,102,,,,,,,,,,,,,,,54,,,,,,,,,,,
65685,,,,222,245,225,227,227,,,,,,,,,,,,191,100,155,183,,,,,,,,
65686,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
65693,,,,133,104,,,,,,,,,,,,,,,,,,,,,,,,,,
65696,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,
65699,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
65700,,,,,13,2,7,5,7,4,11,9,16,15,28,,,,,,1,2,4,8,10,21,32,45,47,102,
65702,,,,82,46,43,28,37,32,39,35,,,,,,,,,37,1,44,55,114,146,64,,,,,
65703,,,,,25,23,45,,,,,,,,,,,,,,18,36,,,,,,,,,
65704,,,,,24,14,22,22,,,,,,,,,,,,,6,30,39,,,,,,,,
65705,,,,,31,21,27,23,22,,,,,,,,,,,,20,48,21,44,,,,,,,
65708,,,,,,,161,180,,,,,,,,,,,,,,,,,,,,,,,
65721,,,,,,3,3,4,2,2,1,3,3,,4,,,,,,,2,5,1,2,1,5,7,,,
65722,,,,,,30,13,13,9,8,12,19,19,,,,,,,,,2,6,19,3,17,51,61,,,
65724,,,,,19,22,,29,39,,44,31,,,,,,,,,20,,,58,,,51,,,,
65729,,,,,,11,68,64,35,18,41,37,60,48,,,,,,,,60,67,10,16,18,44,65,49,,
65732,,,,,3,2,,,,,,,,,,,,,,,1,,,,,,,,,,
65739,,,,130,156,170,,,,,,,,,,,,,,155,188,,,,,,,,,,
65740,,,,,17,38,30,49,,,,,,,,,,,,,29,22,39,,,,,,,,
65745,,,,,,149,234,223,244,,,,,,,,,,,,,,,,,,,,,,
65751,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,
65752,,,,,17,,34,52,46,,,,,,,,,,,,,,27,51,,,,,,,
65753,,,,49,68,66,,,,,,,,,,,,,,59,113,,,,,,,,,,
65755,,,,,73,142,116,144,,,,,,,,,,,,,101,81,85,,,,,,,,
65756,,,,,105,178,,,,,,,,,,,,,,,,,,,,,,,,,
65759,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
65760,,,,65,85,,,,,,,,,,,,,,,,,,,,,,,,,,
65761,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
65762,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,
65764,,,,,,21,18,13,13,,17,14,16,,,,,,,,,2,9,19,,,69,109,,,
65769,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
65770,,,,4,,12,9,15,13,,21,23,19,34,43,,,,,,,4,11,23,,,31,44,76,86,
65771,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,,
65772,,,,,,,,12,14,,,,,,,,,,,,,,,9,,,,,,,
65773,,,,,,13,19,,,,,,,,,,,,,,,,,,,,,,,,
65777,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
65779,,,,,5,2,5,1,8,,,,,,,,,,,,1,2,5,44,,,,,,,
65780,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,
65785,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
65790,,,,,,1,3,2,,,,,,,,,,,,,,2,2,,,,,,,,
65794,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,
65796,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
65799,,,,,,,,,85,,83,92,,,,,,,,,,,,,,,,,,,
65800,,,,,,,,,78,,75,69,,,,,,,,,,,,,,,49,,,,
65803,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
65808,,,,,,,,,29,,25,23,,,,,,,,,,,,,,,,,,,
65809,,,,,,,,,49,,47,56,,,,,,,,,,,,,,,52,,,,
65810,,,,3,,,,,9,,14,13,14,12,13,,,,,,,,,,,,8,9,7,8,
65811,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,
65813,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
65818,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
65820,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
65821,,,,,18,25,20,25,,,,,,,,,,,,,15,14,21,,,,,,,,
65825,,,,157,143,248,242,322,,,,,,,,,,,,,,,,,,,,,,,
65827,,,,,,,1,1,1,1,1,1,1,2,3,,,,,,,,1,1,1,2,4,12,16,22,
65830,,,,105,241,,,,,,,,,,,,,,,,,,,,,,,,,,
65832,,,,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
65833,,,,10,26,27,35,,39,,,,,,,,,,,7,17,15,,,,,,,,,
65834,,,,,37,31,46,,87,,,,,,,,,,,,7,30,,,,,,,,,
65835,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
65836,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,
65849,,,,,43,39,,,,,,,,,,,,,,,41,,,,,,,,,,
65850,,,,45,59,56,59,49,,,,,,,,,,,,46,70,36,31,,,,,,,,
65853,,,,,39,23,46,16,11,8,18,13,27,42,,,,,,,24,48,5,11,26,67,44,170,159,,
65860,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
65861,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
65869,,,,96,79,112,94,,,,,,,,,,,,,73,100,64,,,,,,,,,
65875,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,
65877,,,,,,,,88,67,,,,,,,,,,,,,,,46,,,,,,,
65879,,,,,,23,44,19,25,16,30,28,,,,,,,,,,,,17,25,27,36,,,,
65884,,,,,,,30,63,31,40,38,61,66,86,78,,,,,,,,54,17,16,35,97,110,124,109,
65889,,,,54,,131,172,,,,,,,,,,,,,,,,,,,,,,,,
65900,,,,,,,36,,43,,53,,,,,,,,,,,,,,,,,,,,
65901,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
65902,,,,,,2,9,4,10,4,12,5,11,5,9,,,,,,,14,3,18,4,29,17,56,50,92,
65905,,,,,24,28,,33,,,,,,,,,,,,,22,,,,,,,,,,
65907,,,,,3,9,,17,13,,24,,,,,,,,,,4,,,10,,,,,,,
65908,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,
65910,,,,,6,3,8,5,7,,7,,,,,,,,,,1,6,3,4,,,,,,,
65911,,,,2,1,2,2,3,2,4,3,3,5,6,7,,,,,1,2,1,5,4,4,5,10,20,9,15,
65912,,,,,9,8,9,,,,,,,,,,,,,,5,8,,,,,,,,,
65913,,,,,13,8,,,,,,,,,,,,,,,,,,,,,,,,,
65915,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
65916,,,,,9,4,20,,26,,,,,,,,,,,,,,,,,,,,,,
65921,,,,,,23,34,28,32,,51,34,,,,,,,,,,20,16,17,,,23,,,,
65925,,,,,39,42,32,43,44,45,47,,,,,,,,,,19,35,36,37,56,61,,,,,
65926,,,,,68,62,,,,,,,,,,,,,,,57,,,,,,,,,,
65927,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,
65928,,,,,24,50,32,,46,51,48,,,,,,,,,,54,29,,,47,36,,,,,
65929,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
65933,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
65934,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
65937,,,,197,185,257,,,,,,,,,,,,,,,,,,,,,,,,,
65950,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,
65951,,,,70,62,,,,,,,,,,,,,,,,,,,,,,,,,,
65967,,,,,86,66,64,64,,,,,,,,,,,,,24,14,81,,,,,,,,
65968,,,,,78,47,67,62,,,,,,,,,,,,,20,45,75,,,,,,,,
65971,,,,,,,47,,,,,,74,73,,,,,,,,,,,,,,,99,,
65973,,,,18,37,,,,,,,,,,,,,,,38,,,,,,,,,,,
65975,,,,,197,201,,,,,,,,,,,,,,,137,,,,,,,,,,
65976,,,,,151,129,160,140,,,,,,,,,,,,,133,184,114,,,,,,,,
65978,,,,,,,12,9,,,,,,,,,,,,,,,9,,,,,,,,
65980,,,,,,,5,2,3,1,,6,,,,,,,,,,,2,5,8,,,,,,
65981,,,,3,2,4,4,5,4,,3,5,5,6,6,,,,,,,1,2,4,,,8,7,2,7,
65984,,,,,45,69,51,50,28,28,33,,,,,,,,,,92,33,27,58,40,64,,,,,
65986,,,,,19,47,36,,,,,,,,,,,,,,,,,,,,,,,,
65994,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
65996,,,,,29,52,59,,,,,,,,,,,,,,,,,,,,,,,,
65999,,,,,4,8,7,23,,,,,,,,,,,,,13,8,21,,,,,,,,
66000,,,,,14,29,25,36,25,,,,,,,,,,,,,,,,,,,,,,
66006,,,,,,1,2,2,3,,,,,,,,,,,,,1,2,3,,,,,,,
66007,,,,122,107,,,,,,,,,,,,,,,62,,,,,,,,,,,
66011,,,,,11,6,8,7,9,6,11,6,,,,,,,,,5,7,8,34,28,29,54,,,,
66015,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,
66016,,,,,,,,,,,,100,128,93,,,,,,,,,,,,,,126,26,,
66018,,,,,31,48,45,,,,,,,,,,,,,,55,102,,,,,,,,,
66022,,,,29,41,38,43,61,,,,,,,,,,,,38,13,54,83,,,,,,,,
66023,,,,,,3,3,2,6,3,5,5,10,8,16,,,,,,,1,3,2,3,5,16,24,41,48,
66027,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,
66029,,,,,,,,,15,,26,23,14,17,13,,,,,,,,,,,,3,8,13,29,
66030,,,,,,,15,50,44,,57,86,,,,,,,,,,,,,,,,,,,
66031,,,,,,3,1,3,1,3,2,7,9,20,17,,,,,,,3,3,1,2,13,32,55,77,64,
66034,,,,42,29,75,46,89,,,,,,,,,,,,16,36,27,80,,,,,,,,
66039,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
66042,,,,,38,24,,56,,,,,,,,,,,,,,,,,,,,,,,
66044,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,
66045,,,,,95,70,76,68,,,,,,,,,,,,,,51,55,,,,,,,,
66046,,,,,2,1,1,1,2,1,2,2,3,2,,,,,,,2,1,5,3,5,4,6,8,10,,
66047,,,,,19,9,5,4,3,4,2,2,,,,,,,,,3,1,9,23,32,10,69,,,,
66050,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
66052,,,,,,27,65,,,,,,,,,,,,,,,,,,,,,,,,
66061,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
66066,,,,,13,19,14,20,20,18,16,25,24,,,,,,,,15,18,15,43,19,7,52,59,,,
66067,,,,,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,
66068,,,,,6,2,,3,3,2,3,2,2,1,2,,,,,,2,,,1,3,3,9,18,27,31,
66069,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
66102,,,,,,,,3,4,5,3,,,,,,,,,,,,,,,,,,,,
66103,,,,,,26,23,35,38,,43,,,,,,,,,,,25,34,36,,,,,,,
66104,,,,,,10,25,16,25,,23,18,,,,,,,,,,28,3,28,,,48,,,,
66107,,,,,,2,8,4,4,,8,5,5,6,11,,,,,,,8,1,4,,,14,29,52,79,
66108,,,,,,5,10,5,5,2,6,5,,11,,,,,,,,5,4,7,11,16,50,,,,
66134,,,,,,,5,2,5,1,3,2,3,1,2,,,,,,,,2,2,2,4,11,30,28,41,
66137,,,,,191,191,,,,,,,,,,,,,,,164,,,,,,,,,,
66138,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,
66146,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
66148,,,,,72,49,55,,,,,,,,,,,,,,,28,,,,,,,,,
66150,,,,,16,19,,21,,,,,,,,,,,,,,,,,,,,,,,
66154,,,,,,,14,29,23,,,,,,,,,,,,,,19,20,,,,,,,
66155,,,,,,,,1,5,,9,8,13,12,,,,,,,,,,3,,,10,48,71,,
66156,,,,,,,1,5,3,,6,,,,,,,,,,,,3,10,,,,,,,
66157,,,,,,,1,2,1,1,3,4,5,7,6,,,,,,,,6,19,1,9,37,73,75,69,
66159,,,,,,11,,,22,,32,,,,,,,,,,,,,,,,,,,,
66160,,,,,,11,,,25,,24,21,28,,,,,,,,,,,,,,31,46,,,
66161,,,,,,64,59,115,63,61,54,72,67,95,100,,,,,,,,,,31,17,65,116,141,190,
66164,,,,,8,2,6,1,8,3,8,2,6,2,14,,,,,,1,4,1,42,10,41,37,126,67,59,
66165,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
66166,,,,,,,3,4,9,,14,15,31,30,,,,,,,,,2,14,,,27,73,58,,
66167,,,,,3,1,1,2,2,1,1,1,1,2,1,,,,,,2,2,2,6,17,12,35,40,42,65,
66174,,,,,16,18,13,10,22,,,,,,,,,,,,46,67,38,73,,,,,,,
66175,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,
66176,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
66181,,,,,11,,,,,,,2,8,5,9,2,,,,,,,,,,,,,1,5,2
66182,,,,,11,,,,,,26,9,18,,,,,,,,,,,,,,,,,,
66187,,,,,15,38,44,,60,,,,,,,,,,,,24,25,,,,,,,,,
66188,,,,,96,95,131,,,,,,,,,,,,,,90,106,,,,,,,,,
66191,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,
66195,,,,,103,67,80,86,111,82,,,,,,,,,,,31,50,172,201,87,,,,,,
66197,,,,,,1,1,1,1,1,1,1,2,2,2,,,,,,,2,2,2,5,3,18,17,18,15,
66205,,,,,18,25,,,,,,,,,,,,,,,18,,,,,,,,,,
66206,,,,,6,5,3,6,4,,5,12,9,,18,,,,,,3,2,18,16,,,57,71,,,
66207,,,,,34,19,52,34,63,,,,,,,,,,,,,,16,38,,,,,,,
66211,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
66212,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
66213,,,,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,
66216,,,,,13,7,4,14,10,,,24,29,28,,,,,,,1,1,7,6,,,,15,15,,
66217,,,,,4,1,1,1,1,1,1,1,1,1,2,,,,,,,,1,1,1,1,2,4,7,7,
66220,,,,,,,,42,96,,,,,,,,,,,,,,,92,,,,,,,
66223,,,,,41,,112,,,,,,,,247,,,,,,,,,,,,,,,,
66224,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,
66232,,,,,14,21,6,8,4,8,7,15,11,,,,,,,,8,2,3,32,9,21,97,80,,,
66233,,,,,56,48,,,,,,,,,,,,,,,36,,,,,,,,,,
66234,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66235,,,,,71,50,64,,,,,,,,,,,,,,40,33,,,,,,,,,
66236,,,,,36,46,38,,,,,,,,,,,,,,,21,,,,,,,,,
66237,,,,,15,37,,,,,,,,,,,,,,,,,,,,,,,,,
66240,,,,,60,21,25,35,35,,55,45,,,,,,,,,4,19,99,39,,,104,,,,
66243,,,,,147,214,,,,,,,,,,,,,,,,,,,,,,,,,
66245,,,,,,,80,73,142,66,150,,,,,,,,,,,,,,,,,,,,
66255,,,,,65,136,79,89,55,,,110,112,,,,,,,,80,19,18,30,,,,145,,,
66256,,,,,76,,,,144,,,,,,,,,,,,,,,,,,,,,,
66270,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,
66272,,,,,,117,80,,,,,,,,,,,,,,,,,,,,,,,,
66275,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
66276,,,,,15,19,19,,,,,,,,,,,,,,10,14,,,,,,,,,
66279,,,,,61,78,,,83,,97,,,,,,,,,,80,,,,,,,,,,
66280,,,,,57,100,58,88,,,,,,,,,,,,,,,,,,,,,,,
66282,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,
66296,,,,,,,,10,12,,14,19,19,,,,,,,,,,,,,,11,10,,,
66298,,,,,283,227,,,,,,,,,,,,,,,,,,,,,,,,,
66300,,,,,270,200,236,210,,,,,,,,,,,,,,97,154,,,,,,,,
66302,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,
66303,,,,,119,75,,,,,,,,,,,,,,,65,,,,,,,,,,
66304,,,,,27,27,58,45,,,,,,,,,,,,,39,64,50,,,,,,,,
66305,,,,,207,175,,,,,,,,,,,,,,,,,,,,,,,,,
66306,,,,,15,7,19,12,21,,28,21,,,,,,,,,5,13,11,10,,,14,,,,
